start
ModelConfig(embedding_size=1024, num_layers=32, num_heads=16, ffn_scale_ratio=0.5, max_context_length=8192, vocab_size=200019, debug=False, proj_ratio_min=2, proj_ratio=10, num_keep_boundary_chunk=2)
DataConfig(batch_size=50, block_size=64, buffer_size=10, tokenizer_name='gpt-4o', dataset_dir='datasets/finewebedu/CC-MAIN-2024-10', truncate_limit=1000000000, shuffle_tokens=False, mask_random=False)
TrainConfig(learning_rate=0.001, dtype='bfloat16', optimizer_options=None, exp_name='experiment', exp_num=6, save_interval_epoch=10, save_interval_iter=1000, print_interval_iteration=100, eval_interval_iteration=250, num_epochs=200, max_total_iters=10000000, num_warmup_steps=4000, gradient_checkpointing=True, value_clip_grad_norm=0.5, lr_step=1000, print_token_len=64)
model configure  3.9sec
configure optimizer during  0.4sec
372.90496 M Params
Transformer(
  (transformer): ModuleDict(
    (wte): Embedding(200019, 1024)
    (h): ModuleList(
      (0-31): 32 x Block(
        (ln_1): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
        (attn): CausalSelfAttention(
          (c_attn): Linear(in_features=1024, out_features=3072, bias=True)
          (c_proj): Linear(in_features=1024, out_features=1024, bias=True)
        )
        (ln_2): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
        (mlp): MLP(
          (c_fc): Linear(in_features=1024, out_features=512, bias=True)
          (gelu): GELU(approximate='none')
          (c_proj): Linear(in_features=512, out_features=1024, bias=True)
        )
      )
    )
    (ln_f): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
  )
  (lm_head): Linear(in_features=1024, out_features=200019, bias=False)
)
prepare dataset
load Parquet Data 1.13sec
configure DataLoaderLite during  0.0 sec
start train
/home/ubuntu/miniconda3/envs/gguf/lib/python3.9/site-packages/torch/utils/checkpoint.py:464: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.4 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  warnings.warn(

Iter      0/10000000, B  1, 0.0 Mt | Loss 12.395371, PPL 241680.39  0.000000 | F 390.6 ms, B 301.5 ms | 4.62 Kt/s | O:  infect a new computer. Downloading and running software from un | P: stom폰 Veracruzroonroonühlen ciudadano juzлат雅黑XXX(hero Bắc الوجه  ||
Iter     11/10000000, B 12, 0.0 Mt | Loss 12.353672, PPL 231809.69  2.796088 | F  83.3 ms, B 211.0 ms | 10.80 Kt/s | O: r weakness.”\nThis shows that vulnerability is a strength, not a | P: n ช-indigo midDont หาлатeraherah représentent作爱 notions máquinas  ||
Iter     12/10000000, B 13, 0.0 Mt | Loss 12.349648, PPL 230878.88  2.846930 | F  74.5 ms, B 212.0 ms | 11.09 Kt/s | O: s.\nThe younger a person is when they develop a cartilage defect | P: ี้ bencustom હો اع добра?\nรับＢ ct参与 Collapse fundaCant jsemರೆಗೆ  ||
Iter     13/10000000, B 14, 0.0 Mt | Loss 12.332793, PPL 227019.97  2.843996 | F  74.1 ms, B 214.9 ms | 10.98 Kt/s | O: epresent an effective way to involve governments and citizens in | P: χρον정부 সাম semplicEigenาช('');\n\n_SERVняўคลŐ sollte дараCantloč  ||
Iter     14/10000000, B 15, 0.0 Mt | Loss 12.324551, PPL 225156.42  2.831502 | F  86.9 ms, B 225.0 ms | 10.20 Kt/s | O:  if they also suffer from the condition. Hyperhidrosis is seldom | P: scuda ndlela simplest CURRENT entsprech在哪里 JackpotCantwhetherויפ  ||
Iter     15/10000000, B 16, 0.0 Mt | Loss 12.300723, PPL 219854.89  2.854963 | F  81.3 ms, B 260.6 ms | 9.30 Kt/s | O: ce of watering, and provide a warm environment, your Snake Plant | P: onmentswegsدىغان talentos(report(report وكذلك(curr оттуриғаصالات  ||
Iter     16/10000000, B 17, 0.1 Mt | Loss 12.275372, PPL 214351.30  2.744922 | F  71.7 ms, B 214.1 ms | 11.11 Kt/s | O:  well as for transport. Donkey traditions have been encapsulated | P: فResponsiveühlen garden进fruitរ� patienceляться TONxto condensed澡  ||
Iter     17/10000000, B 18, 0.1 Mt | Loss 12.262734, PPL 211659.56  2.753078 | F  71.4 ms, B 230.8 ms | 10.51 Kt/s | O: nk that normal hyaluronic acid levels in the knee joint keep the | P: termines smrti Determines well888(schedule ?\nwirit उन्होंनेいるdé  ||
Iter     18/10000000, B 19, 0.1 Mt | Loss 12.235039, PPL 205877.95  2.739820 | F  77.1 ms, B 220.2 ms | 10.68 Kt/s | O: ing for solar energy projects can be challenging in remote areas | P:  cipherർത്ത Fantasy Oh\Mail\Mail_transactions Policyisean(Change  ||
Iter     19/10000000, B 20, 0.1 Mt | Loss 12.225215, PPL 203865.34  2.769529 | F  76.8 ms, B 240.5 ms | 10.01 Kt/s | O: iology, Volume 2015, Article ID 376387.\n- Hifas da Terra, 2022. | P: gяне landsc kijkt(that sri 메시 tipoentwick उन्होंने उन्होंने(curr  ||
Iter     20/10000000, B 21, 0.1 Mt | Loss 12.182578, PPL 195355.86  2.789524 | F  76.8 ms, B 206.2 ms | 11.22 Kt/s | O: e indoors with proper care and attention. This article serves as | P: الغQuantidadeektions Niemandדיק equipamento بلغclickedTA млнfarm  ||
Iter     21/10000000, B 22, 0.1 Mt | Loss 12.156465, PPL 190320.47  2.786623 | F  82.4 ms, B 206.4 ms | 10.99 Kt/s | O: ese conditions. Perhaps the only certainty is that the Large Had | P: encearcha well theរ� poprzezbreadcrumb indígenas sockaddrulgação  ||
Iter     22/10000000, B 23, 0.1 Mt | Loss 12.127793, PPL 184941.22  2.736738 | F  83.1 ms, B 232.4 ms | 10.06 Kt/s | O: f steganography or hidden symbolism, researchers can unravel the | P: enscience સમાવેશ LLwegs Powder偷窥 tipo hygikoresho suportaيبAlong  ||
Iter     23/10000000, B 24, 0.1 Mt | Loss 12.176797, PPL 194229.73  2.735872 | F  91.3 ms, B 219.3 ms | 10.24 Kt/s | O:  people are unable to recognise that they need help and how they | P: fer(Logger permitted osvoj(map umgehen кора fundaGRAYParcelable,  ||
Iter     24/10000000, B 25, 0.1 Mt | Loss 12.082461, PPL 176744.67  2.665949 | F  71.6 ms, B 242.3 ms | 10.13 Kt/s | O: has ushered in a new era of healthcare accessibility. Telehealth | P: lemenermen 彭 ciencia?\n LL Niemand OhFound the,-public, Patriots  ||
Iter     25/10000000, B 26, 0.1 Mt | Loss 12.062226, PPL 173204.17  2.761245 | F  99.2 ms, B 215.2 ms | 10.11 Kt/s | O: e scoring as well as 20-somethings who had just learned the game | P: n )\n\n company urllibكر and Oh theysz (@ Sorted.array MiamiGRAY  ||
Iter     26/10000000, B 27, 0.1 Mt | Loss 12.050703, PPL 171219.73  2.682219 | F  76.6 ms, B 208.5 ms | 11.14 Kt/s | O: ed law enforcement. Preserving oak forests is crucial for future | P: redConfigured censorshiparth মামলা and and pitää the the the,,,,  ||
Iter     27/10000000, B 28, 0.1 Mt | Loss 12.006329, PPL 163788.06  2.625470 | F  78.0 ms, B 204.8 ms | 11.20 Kt/s | O: ense of agency, and how you can develop high agency over time.\n | P: to consult aktiviteterาช happenings,ينةchè umgehen the the,, 돌아,  ||
Iter     28/10000000, B 29, 0.1 Mt | Loss 11.964316, PPL 157049.50  2.634078 | F  83.1 ms, B 222.0 ms | 10.41 Kt/s | O: nd eco-friendly solution to the growing problem of plastic waste | P: n,))\n\n\n毛utzer Sabah dł Ui and and and רקдооFoundFound_Main,,,  ||
Iter     29/10000000, B 30, 0.1 Mt | Loss 11.947090, PPL 154367.31  2.670696 | F  69.8 ms, B 210.1 ms | 11.35 Kt/s | O: than focusing on long-celebrated Quakers who modelled themselves | P: of,, Franklin નિવ, નિવ jumpayyæðiayyvendorsFoundFound the the,,.  ||
Iter     30/10000000, B 31, 0.1 Mt | Loss 11.931465, PPL 151974.06  2.672216 | F  77.4 ms, B 242.5 ms | 9.94 Kt/s | O: ding on a 2nd grade level. After one marking period that student | P: ,,,.Wrap,,,,,,,ARR to gpu andayyayy LL andFound the theFound,,,,  ||
Iter     31/10000000, B 32, 0.1 Mt | Loss 11.897530, PPL 146903.27  2.536258 | F  73.6 ms, B 217.9 ms | 10.89 Kt/s | O: —O my dear calf; te—unto you; sarvatah—in all respects; iti—thus | P: ,_prefixandum Ĉ Ĉ beschouwdർത്ത and andateral expose the the,,,,  ||
Iter     32/10000000, B 33, 0.1 Mt | Loss 11.920820, PPL 150364.89  2.526921 | F  71.1 ms, B 214.4 ms | 11.13 Kt/s | O: ith different requirements, like V2X (Vehicular-to-Anything), Io | P: భ,,,,,,,,,,,,,,, Holanda, and,-( and LL andUDENT the the the,,,,  ||
Iter     33/10000000, B 34, 0.1 Mt | Loss 11.872422, PPL 143260.83  2.638350 | F  67.3 ms, B 214.1 ms | 11.29 Kt/s | O:  Traffic Steering\n- O-RAN whitepapers: The O-RAN Whitepaper 202 | P: ,, κύ,partner, of,,,,,,,,,,,raut,,,אני, and and, the, the the,,,  ||
Iter     34/10000000, B 35, 0.1 Mt | Loss 11.719922, PPL 122997.84  2.445530 | F  77.1 ms, B 231.5 ms | 10.30 Kt/s | O: Rejecting Border Patrol Pedagogies in a Dual Language Classroom. | P: ,,,, cls,,,,,,,,,,,,,,,ર્જ,,,, and and and the of the the the,,,  ||
Iter     35/10000000, B 36, 0.1 Mt | Loss 11.692862, PPL 119714.09  2.746124 | F  93.3 ms, B 204.9 ms | 10.65 Kt/s | O: r that affects the lungs and digestive system, causing breathing | P: bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, a, and Niemand the of the,,,,  ||
Iter     36/10000000, B 37, 0.1 Mt | Loss 11.673437, PPL 117411.14  2.706487 | F  82.7 ms, B 219.1 ms | 10.52 Kt/s | O: re the ethical considerations that come into play. Here are some | P: ,,,,,ommer,, and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the of,,,,,  ||
Iter     37/10000000, B 38, 0.1 Mt | Loss 11.589805, PPL 107991.16  2.640122 | F  78.8 ms, B 210.1 ms | 11.00 Kt/s | O: ny countries have established regulations and laws pertaining to | P: ,,,,,,, of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, of the the the,,,,  ||
Iter     38/10000000, B 39, 0.1 Mt | Loss 11.733106, PPL 124630.12  2.701982 | F  84.6 ms, B 199.8 ms | 11.17 Kt/s | O:  a commitment to democratic principles and fairness\n- the right | P: ,,,,,,,,,,,,,,, the,,,,,,,,,,,,,,,,,,,,, and and the of, the,,,,  ||
Iter     39/10000000, B 40, 0.1 Mt | Loss 11.711944, PPL 122020.41  2.471312 | F  75.0 ms, B 208.8 ms | 11.19 Kt/s | O: ignal in every corner of the space.\nBenefits of using a mesh Wi | P: , of,,,,,,,,,,,,,,,,,,,,,,,,,,,,, of,,, and, the the the the,,,,  ||
Iter     40/10000000, B 41, 0.1 Mt | Loss 11.629629, PPL 112378.63  2.806793 | F  75.7 ms, B 211.1 ms | 11.07 Kt/s | O: nNOAA's National Ocean Service (NOS) tidal datum definition page | P: ,,,,,,,, the, of, the,,,,,,,,,,,,,,,,,,,,,,,,,,, of,,,,, of,,,,,  ||
Iter     41/10000000, B 42, 0.1 Mt | Loss 11.593467, PPL 108387.37  2.418118 | F  75.9 ms, B 209.1 ms | 11.15 Kt/s | O: going to select those courses that have at least one student who | P: ,,,,, the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the the the,,,,  ||
Iter     42/10000000, B 43, 0.1 Mt | Loss 11.415097, PPL  90680.46  2.353598 | F  83.4 ms, B 206.6 ms | 10.95 Kt/s | O:  cycle and ETS pathway following one after another.\ntransferred | P: ,,,,,, of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the the the,,,,  ||
Iter     43/10000000, B 44, 0.1 Mt | Loss 11.385401, PPL  88027.17  2.575270 | F  75.8 ms, B 200.8 ms | 11.49 Kt/s | O: at acts in the x direction, and one that acts in the y direction | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the the the,,,,  ||
Iter     44/10000000, B 45, 0.1 Mt | Loss 11.338819, PPL  84020.70  2.661735 | F  69.4 ms, B 211.8 ms | 11.29 Kt/s | O: en. This fellowship with God was the very best any man had/could | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, of,,, the the the,,,,,  ||
Iter     45/10000000, B 46, 0.1 Mt | Loss 11.198584, PPL  73026.93  2.514005 | F  71.5 ms, B 207.7 ms | 11.38 Kt/s | O: m the radiation. The light that we do see with our naked eyes is | P: ,,,,,,,, the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the the,,,,  ||
Iter     46/10000000, B 47, 0.1 Mt | Loss 11.215830, PPL  74297.30  2.828689 | F  77.0 ms, B 204.0 ms | 11.30 Kt/s | O:  song into the screenplay for Stanley Kubrick’s sci-fi classic,  | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the, the,,,,  ||
Iter     47/10000000, B 48, 0.2 Mt | Loss 11.174316, PPL  71276.11  2.628670 | F  75.1 ms, B 207.6 ms | 11.24 Kt/s | O:  1963, which is now celebrated as Africa Day. This annual commem | P: ,,,, the,,,,, the,,,,,,,,,,,,,,,, the,,,,,,, the the the the,,,,  ||
Iter     48/10000000, B 49, 0.2 Mt | Loss 11.311211, PPL  81732.80  2.623218 | F  77.2 ms, B 240.7 ms | 10.00 Kt/s | O:  reversed with the medicine and technology we have today, but we | P: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the the the,,,,  ||
Iter     49/10000000, B 50, 0.2 Mt | Loss 11.034336, PPL  61965.69  2.358087 | F  83.7 ms, B 233.5 ms | 10.03 Kt/s | O: ormance requirements. Simply put, WiFi devices should work “well | P: ,,,,,,,, the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the, the,,,,  ||
Iter     50/10000000, B 51, 0.2 Mt | Loss 11.097412, PPL  66000.14  2.676244 | F  68.3 ms, B 212.0 ms | 11.34 Kt/s | O: ss credit provides a separate financial identity for the company | P: ,, the,,,,,,,,,, the,,,,,,,,,,,,,,,,,,,,,,,, the the the the,,,,  ||
Iter     51/10000000, B 52, 0.2 Mt | Loss 11.079746, PPL  64844.43  2.559578 | F  80.3 ms, B 206.7 ms | 11.07 Kt/s | O: n X chromosomes.] The sperm from the selected layer is then used | P: ,, the,,,,,,,,,, the,,,,,,,,,,,,,,,,,,,,,,,, the the the the,,,,  ||
Iter     52/10000000, B 53, 0.2 Mt | Loss 10.888697, PPL  53567.44  2.591986 | F  72.7 ms, B 218.7 ms | 10.90 Kt/s | O: ed a trial allowing entirely home-based treatment for NeuroCOVID | P: ,,, the the,,,,, the,,,,,,,,,,,,,,,,,,,,,,,, the the the the,,,,  ||
Iter     53/10000000, B 54, 0.2 Mt | Loss 10.792563, PPL  48657.61  2.726084 | F  77.4 ms, B 238.5 ms | 10.06 Kt/s | O: key benefits of this collaboration has been the ability to bring | P: ,,,,,,,,,, the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the the the,,,,  ||
Iter     54/10000000, B 55, 0.2 Mt | Loss 11.166767, PPL  70740.05  2.862010 | F  84.9 ms, B 197.8 ms | 11.24 Kt/s | O: our overall outlook on life and improve our mental and emotional | P: ,,,,,, the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the the, the,,,  ||
Iter     55/10000000, B 56, 0.2 Mt | Loss 11.180894, PPL  71746.47  2.294729 | F  76.4 ms, B 208.0 ms | 11.17 Kt/s | O:  from programme. Campaigners are calling for a massive expansion | P: he,,,,, the,,,, the, the,,,,,,,,, the,,,,,,, the the the the,,,,  ||
Iter     56/10000000, B 57, 0.2 Mt | Loss 10.830078, PPL  50517.65  2.360450 | F  86.2 ms, B 219.0 ms | 10.42 Kt/s | O:  try and eat less processed and takeaway food and don't add salt | P: he,, the,, the,,,,,,,,,,,,,,,,,,,,,,,, the the the the, the, the  ||
Iter     57/10000000, B 58, 0.2 Mt | Loss 10.879209, PPL  53061.59  2.458877 | F  75.1 ms, B 216.4 ms | 10.90 Kt/s | O: mize the potential damage caused by the breach. Remember to stay | P: he,, the,, the,,,,,,,,, the,,,,,,,,,,,,,, the the, the the,, the  ||
Iter     58/10000000, B 59, 0.2 Mt | Loss 10.813901, PPL  49707.00  2.434070 | F  73.5 ms, B 212.5 ms | 11.11 Kt/s | O: s include distinguished pedagogues such as Janos Starker, Joel K | P: ,,, the the,,,,,,, the,,,,,,,,,,,,,,,, the the the the the the,,  ||
Iter     59/10000000, B 60, 0.2 Mt | Loss 10.786729, PPL  48374.54  2.407204 | F  77.6 ms, B 216.6 ms | 10.80 Kt/s | O: p a beekeeper area complete with beekeeping veils and helmets, a | P: he,,,,, the,,,,,,, the,,,,,,,,,,,,,, the, the the the the the,,,  ||
Iter     60/10000000, B 61, 0.2 Mt | Loss 10.567617, PPL  38855.99  2.592337 | F  69.9 ms, B 240.4 ms | 10.24 Kt/s | O: cover article of the May issue of the journal Nano Letters.\nThe | P: e the,,,,,,,, the, the,,,,,,,,,, the the the the the the the,,,,  ||
Iter     61/10000000, B 62, 0.2 Mt | Loss 10.777871, PPL  47947.94  2.610748 | F  80.4 ms, B 208.6 ms | 11.00 Kt/s | O: sitive tissue that lines the back of the eye. It consists of rod | P: e the,,,, the,,,,,, the the the the the, the the the the the the  ||
Iter     62/10000000, B 63, 0.2 Mt | Loss 10.669790, PPL  43035.91  2.294885 | F  85.7 ms, B 229.4 ms | 10.09 Kt/s | O: t our brain health.\nSo for those who find themselves habitually | P: e,,,,,, the,,,,,,, the,,,,, the, the,,,,,,, the the the, the,,,,  ||
Iter     63/10000000, B 64, 0.2 Mt | Loss 10.651172, PPL  42242.06  2.271866 | F  75.2 ms, B 228.4 ms | 10.45 Kt/s | O: lease come to our office in Peoria, Mesa, Scottsdale or Surprise | P: ,,, the the,,,,,,,,,,,,,,,, the,,,, the the, the the the, the,,,  ||
Iter     64/10000000, B 65, 0.2 Mt | Loss 10.662006, PPL  42702.23  2.271482 | F  82.1 ms, B 208.1 ms | 10.94 Kt/s | O: n “Gospel” to illustrate that grieving takes you into a depth of | P: ,,,,,,, the the,,,, the the the the the the the the the, the the  ||
Iter     65/10000000, B 66, 0.2 Mt | Loss 10.569995, PPL  38948.48  2.193846 | F  83.2 ms, B 214.0 ms | 10.69 Kt/s | O: bit most people with depression experience on a regular basis.\n | P: e,,,,, the the the,,,,, the the the the the the the the, the the  ||
Iter     66/10000000, B 67, 0.2 Mt | Loss 10.527602, PPL  37331.85  2.252446 | F  69.8 ms, B 209.1 ms | 11.39 Kt/s | O: data — and extremely successful projects do quite a lot of it.\n | P: e the,,,,,,,,,,,,,,, the,,,,, the the the the the the the,, the,  ||
Iter     67/10000000, B 68, 0.2 Mt | Loss 10.365513, PPL  31745.71  2.517973 | F  88.0 ms, B 210.7 ms | 10.64 Kt/s | O: d. Do you feel a difference in your hip joint? On the low chair, | P: ,, the,,,,,, the the the,,,,, the the the the the the the the,,,  ||
Iter     68/10000000, B 69, 0.2 Mt | Loss 10.612192, PPL  40627.16  2.421852 | F  78.0 ms, B 218.9 ms | 10.70 Kt/s | O: e or he is a human being". They are applicable everywhere and at | P: e,,,,, the the, the,,,, the the the the the the the the the, the  ||
Iter     69/10000000, B 70, 0.2 Mt | Loss 10.410771, PPL  33215.48  2.129672 | F  74.0 ms, B 204.4 ms | 11.41 Kt/s | O:  foot are < 95% on 3 separate measurements taken 1 hour apart.\n | P: ,,, the the the,,,,, the the the the the the the the the the the  ||
Iter     70/10000000, B 71, 0.2 Mt | Loss 10.364087, PPL  31700.48  2.306202 | F  72.3 ms, B 204.0 ms | 11.48 Kt/s | O: able housing?\nMargaret Thatcher set a paradigm for housing that | P:  the the the the,,, the the the the the the the the the the, the  ||
Iter     71/10000000, B 72, 0.2 Mt | Loss 10.256939, PPL  28479.47  2.292817 | F  77.7 ms, B 215.7 ms | 10.83 Kt/s | O: en note down any accounts that have been hacked. Try to remember | P: he,,,,,, the,,,,,, the,, the,,, the the the the the, the the,,,,  ||
Iter     72/10000000, B 73, 0.2 Mt | Loss 10.623491, PPL  41088.82  2.336972 | F  67.3 ms, B 208.8 ms | 11.51 Kt/s | O: odify primary productivity across a range of ecosystems globally | P: ,,,,,, the,,,,,, the the the,,,, the the the the the the the,,,,  ||
Iter     73/10000000, B 74, 0.2 Mt | Loss 10.328828, PPL  30602.22  2.298866 | F  75.1 ms, B 224.4 ms | 10.61 Kt/s | O:  health gallery with high-resolution illustrations. In addition, | P: he the the the the the, the the the the the, the the the the the  ||
Iter     74/10000000, B 75, 0.2 Mt | Loss 10.385982, PPL  32402.20  2.328334 | F  87.0 ms, B 227.6 ms | 10.11 Kt/s | O:  often internalize blame for their parents’ separation, so it is | P: the,,,,,, the the the the, the the the the the the the,, the,,,,  ||
Iter     75/10000000, B 76, 0.2 Mt | Loss 10.285048, PPL  29291.38  2.326017 | F  80.7 ms, B 215.6 ms | 10.73 Kt/s | O: gehog bread. We observed the process of how the ingredient yeast | P: he the the the the the, the the the the the the the the the the,  ||
Iter     76/10000000, B 77, 0.2 Mt | Loss 10.202754, PPL  26977.38  2.259429 | F  75.3 ms, B 204.8 ms | 11.34 Kt/s | O:  love to hear your ideas too, so feel free to let us know in the | P: he the the the the the the the the the the the the the,, the the  ||
Iter     77/10000000, B 78, 0.2 Mt | Loss 10.075981, PPL  23765.28  2.315087 | F  70.1 ms, B 208.4 ms | 11.40 Kt/s | O:  To understand how tall each of us ultimately becomes and why we | P: the the the the the the the the the the the the the, the the the  ||
Iter     78/10000000, B 79, 0.2 Mt | Loss  9.938931, PPL  20721.57  2.488189 | F  85.7 ms, B 210.9 ms | 10.71 Kt/s | O: ple prone to skin cancers.\nA precancerous lesion, by definition | P: the the the the the the the the the the the the the the the, the  ||
Iter     79/10000000, B 80, 0.3 Mt | Loss  9.791831, PPL  17887.03  2.740926 | F  83.1 ms, B 219.5 ms | 10.51 Kt/s | O: erbian innkeeper.\nColchester`s second claim to fame is provided | P:  the the the the the the the the the the the the the the the the  ||
Iter     80/10000000, B 81, 0.3 Mt | Loss  9.743911, PPL  17050.09  2.992543 | F  75.5 ms, B 212.4 ms | 11.04 Kt/s | O: d in 1844; and in one of these there was a brick chamber, in the | P: he the the the the the, the the the the the the the, the the the  ||
